person_income,person_home_ownership,loan_percent_income,loan_int_rate,cb_person_default_on_file,loan_status
42000,0,0.12,7.29,0,0
45996,0,0.11,10.99,1,1
19200,0,0.16,9.99,0,1
59000,0,0.1,16.49,0,1
29000,0,0.14,16.29,0,1
62000,0,0.03,13.85,1,0
17688,0,0.1,11.11,0,0
43200,1,0.23,14.26,0,0
71004,0,0.03,11.12,0,0
46000,0,0.13,10.99,0,1
36500,1,0.07,10.37,0,0
45432,1,0.11,9.88,0,0
65000,1,0.25,7.49,0,0
30000,0,0.35,6.92,0,1
76000,1,0.18,9.99,0,0
57600,2,0.11,7.49,0,0
45000,0,0.15,8.0,0,0
55000,0,0.04,14.91,0,1
69700,0,0.16,10.99,0,0
49000,2,0.05,6.76,0,0
57500,0,0.16,11.49,0,0
68000,1,0.19,7.88,0,0
50004,1,0.1,9.32,0,0
110000,0,0.23,10.99,1,0
50000,1,0.16,11.12,0,0
42000,0,0.12,12.87,1,0
35000,2,0.11,7.29,0,0
25000,0,0.08,10.59,0,0
37000,0,0.41,10.25,0,1
55000,1,0.11,15.33,1,0
32500,1,0.08,6.99,0,0
44000,1,0.19,6.91,0,0
76344,0,0.07,9.63,0,0
50361,0,0.24,12.73,0,0
24091,1,0.15,12.99,1,0
95000,1,0.16,15.96,0,0
59400,1,0.31,12.73,1,0
33000,0,0.17,14.54,0,1
47000,0,0.32,7.9,0,1
63000,1,0.32,8.49,0,0
45000,0,0.22,10.25,0,0
55000,1,0.05,5.42,0,0
55000,1,0.13,7.9,0,0
95004,0,0.05,9.63,0,0
75000,0,0.13,11.26,0,0
51000,0,0.1,12.42,0,1
35000,0,0.05,7.14,0,0
34404,0,0.22,15.05,1,1
30500,0,0.22,21.74,1,1
104000,1,0.14,9.63,0,0
25000,2,0.2,6.03,0,0
42000,0,0.12,11.91,1,0
60000,0,0.17,7.14,0,0
32000,0,0.1,10.2,0,0
91000,0,0.09,6.92,0,0
90000,1,0.07,7.14,0,0
58896,1,0.16,6.76,0,0
105000,1,0.12,11.83,0,0
60000,0,0.33,10.99,0,1
80000,1,0.04,8.0,0,0
31224,0,0.2,9.32,0,0
39000,0,0.21,10.99,0,1
46000,1,0.09,10.37,0,0
90000,1,0.17,15.31,1,0
39000,1,0.28,10.99,0,0
39996,0,0.25,10.99,0,0
55000,1,0.14,10.99,1,0
40000,0,0.07,10.25,0,0
44000,0,0.34,14.59,0,1
61500,0,0.16,14.22,0,0
35000,0,0.07,8.9,0,0
90000,1,0.11,5.42,0,0
87000,1,0.17,10.62,0,0
15996,0,0.25,13.35,1,1
48000,0,0.1,6.99,0,0
36000,1,0.15,7.49,0,0
57000,0,0.17,6.17,0,0
54996,0,0.43,11.89,0,1
21000,0,0.19,13.43,0,0
75000,0,0.27,8.88,0,0
50000,0,0.1,10.99,0,0
40000,0,0.17,11.34,0,0
29856,0,0.34,8.94,0,1
85392,0,0.11,7.29,0,0
37000,2,0.19,13.61,0,0
29120,0,0.17,10.99,0,0
32000,0,0.19,12.92,0,1
91000,2,0.16,7.88,0,0
95400,1,0.05,12.68,0,0
28692,1,0.1,10.75,0,0
90000,1,0.09,7.51,0,0
69000,0,0.13,11.49,0,0
70200,0,0.26,16.45,1,0
92341,0,0.13,7.51,0,0
73399,0,0.37,10.99,0,1
60000,0,0.08,6.91,0,0
62400,1,0.06,8.9,0,0
40000,1,0.26,11.36,0,0
37680,0,0.05,14.96,1,1
35000,0,0.34,10.91,1,1
78000,0,0.22,10.99,0,0
47211,2,0.21,11.83,0,0
57744,1,0.04,10.37,0,0
69000,0,0.07,10.75,0,0
95000,1,0.21,14.96,0,0
91000,1,0.16,7.88,0,0
30000,0,0.05,13.92,1,0
97000,1,0.07,15.96,0,0
68000,1,0.24,7.9,0,0
70000,0,0.36,11.86,0,1
45000,2,0.11,6.39,0,0
42000,1,0.14,13.57,0,0
75000,1,0.2,9.99,0,0
51492,1,0.27,10.38,0,0
70000,1,0.13,11.89,0,0
49200,1,0.11,7.49,0,0
78000,1,0.1,7.51,0,0
84000,1,0.27,11.99,0,0
24000,0,0.25,10.99,0,0
75531,0,0.2,16.49,0,0
30000,0,0.17,17.19,1,1
100000,1,0.15,13.85,1,0
38700,0,0.26,10.99,0,0
80000,1,0.04,5.99,0,0
35000,0,0.04,10.99,0,0
24000,0,0.23,12.53,1,0
79000,0,0.1,11.49,0,0
87000,0,0.23,13.85,0,0
39600,1,0.15,7.88,0,0
53004,1,0.4,10.65,0,0
38000,0,0.49,7.66,0,1
64000,0,0.02,10.75,0,0
27252,0,0.21,13.06,0,0
51500,0,0.39,12.21,0,1
59000,1,0.08,6.03,0,1
22680,0,0.31,10.62,0,1
94000,0,0.1,12.99,0,0
48996,1,0.1,9.88,0,1
59000,1,0.11,10.99,0,0
100000,1,0.14,6.17,0,0
31680,0,0.47,12.61,1,1
65000,1,0.07,9.99,0,0
78000,1,0.06,7.66,0,0
60000,1,0.17,11.26,0,0
21600,0,0.09,11.71,0,1
87996,1,0.09,6.91,0,0
58000,0,0.06,8.59,0,0
55000,1,0.05,7.51,0,0
46932,2,0.15,5.79,0,0
52692,0,0.07,12.23,1,0
40000,0,0.1,12.69,0,0
51000,0,0.29,11.12,0,0
12996,2,0.37,10.99,0,1
55000,0,0.05,14.61,0,0
76250,0,0.13,10.71,0,0
55000,1,0.2,13.99,0,0
39996,0,0.13,14.11,0,1
51000,2,0.12,5.42,0,0
40000,0,0.15,11.11,0,0
65000,1,0.08,7.51,0,0
40800,0,0.05,6.62,0,0
40000,0,0.25,7.14,0,0
59004,0,0.34,14.84,0,1
72000,1,0.08,7.49,0,0
45000,0,0.09,12.21,0,0
55000,1,0.14,11.36,0,0
80000,1,0.15,7.88,0,0
73000,0,0.09,10.99,0,0
55000,2,0.02,6.91,0,0
33000,0,0.03,7.29,0,0
41000,0,0.17,5.79,0,0
85000,1,0.07,9.88,0,0
60000,0,0.13,10.25,0,0
55000,2,0.12,12.18,0,0
24960,0,0.1,7.51,0,0
57550,1,0.06,5.42,0,0
60500,0,0.12,12.84,1,0
62000,0,0.03,13.49,1,0
72000,0,0.22,13.06,0,0
42000,1,0.35,12.99,1,0
100000,0,0.1,10.65,0,0
75000,0,0.26,12.42,0,0
75000,1,0.13,10.99,1,0
36000,1,0.38,13.22,1,1
36000,0,0.15,15.28,0,0
80000,2,0.15,7.49,0,0
50000,1,0.13,8.32,0,0
40000,0,0.25,10.99,0,0
30000,0,0.17,12.69,0,1
16080,0,0.19,16.29,1,1
47496,0,0.07,12.69,0,0
80400,0,0.09,10.65,0,0
76000,1,0.12,10.99,1,1
100000,0,0.12,13.57,1,0
18000,0,0.08,12.87,1,0
32640,0,0.15,11.99,0,0
64000,0,0.12,9.83,0,0
33600,0,0.13,11.49,0,0
47000,1,0.18,10.99,0,0
110000,1,0.11,8.94,0,0
36000,0,0.22,10.99,0,0
55000,1,0.18,19.13,0,1
92000,0,0.07,8.0,0,0
77000,1,0.16,7.51,0,0
28800,0,0.15,10.0,0,1
36000,2,0.14,14.61,1,0
75000,0,0.27,10.38,0,0
96000,1,0.06,13.92,0,0
50000,1,0.22,16.89,1,0
105999,1,0.08,9.88,0,0
44000,0,0.08,13.43,1,1
96050,1,0.21,15.28,1,1
33996,0,0.32,11.12,0,1
42000,1,0.07,6.03,0,0
49000,2,0.06,10.99,0,0
55000,1,0.06,8.32,0,0
30000,1,0.44,10.99,0,0
35400,0,0.27,11.89,0,0
55000,3,0.06,8.0,0,0
53352,0,0.33,6.54,0,1
14400,0,0.28,10.74,0,1
80000,1,0.19,12.61,0,0
31500,0,0.09,10.99,1,1
35000,0,0.09,10.99,0,0
80000,2,0.09,13.22,1,0
25000,1,0.07,8.49,0,0
75885,1,0.04,11.03,0,0
65000,1,0.06,5.42,0,0
21600,2,0.33,6.99,0,0
44000,1,0.07,7.51,0,0
60000,0,0.16,10.99,0,0
48000,0,0.04,10.74,0,0
65000,1,0.12,7.14,0,0
48000,1,0.21,13.49,0,0
60000,0,0.25,11.71,0,0
30000,0,0.15,11.14,0,1
55000,1,0.09,7.29,0,0
12000,0,0.25,8.9,0,1
38004,0,0.13,6.91,0,0
55000,1,0.05,7.51,0,0
19200,1,0.16,10.99,0,1
60000,1,0.09,5.99,0,0
85000,1,0.06,14.35,0,0
20000,1,0.2,5.79,0,0
45000,0,0.04,11.49,0,0
52000,0,0.19,11.71,0,0
51600,0,0.06,10.65,0,0
60000,1,0.29,7.88,0,0
56700,1,0.21,5.42,0,0
48000,2,0.09,5.99,0,0
34000,0,0.11,18.25,1,1
37344,1,0.09,12.68,0,0
62000,1,0.12,13.87,1,0
103000,1,0.2,13.49,1,0
45000,1,0.13,7.51,0,0
55000,0,0.08,13.61,0,0
40000,0,0.15,7.88,0,0
55000,1,0.11,7.66,0,0
38400,0,0.11,6.76,0,0
20000,2,0.15,8.94,0,0
60000,0,0.12,6.91,0,0
23760,0,0.12,10.99,0,0
48000,2,0.13,12.87,1,0
61000,0,0.04,7.49,0,0
56000,0,0.27,16.0,1,1
46809,0,0.11,12.18,0,0
39456,2,0.35,7.29,0,0
55000,0,0.07,11.28,1,0
48000,1,0.21,5.79,0,0
59000,0,0.34,12.29,0,1
50000,1,0.36,7.88,0,0
72000,1,0.11,12.21,0,0
48000,0,0.19,8.94,0,0
52500,1,0.15,15.23,1,0
76000,1,0.26,6.54,0,0
39996,0,0.3,9.63,0,0
68000,1,0.01,8.0,0,0
82560,0,0.05,7.42,0,0
74000,1,0.14,6.62,0,0
38000,0,0.13,11.71,0,0
31500,0,0.47,8.9,0,1
88000,1,0.13,11.14,0,0
42000,2,0.19,6.62,0,0
60000,1,0.05,5.99,0,0
55000,0,0.06,12.69,0,0
37200,0,0.19,7.9,0,1
75000,0,0.2,11.71,0,0
68500,1,0.06,11.66,0,0
29000,0,0.03,11.99,0,1
35000,0,0.34,6.54,0,1
42000,0,0.12,10.99,0,1
16000,1,0.14,13.06,1,0
65000,0,0.18,8.9,0,0
70553,1,0.12,15.28,0,1
34000,0,0.16,16.89,1,0
25000,1,0.14,9.91,0,0
49278,0,0.22,13.22,1,0
52000,1,0.07,6.76,0,0
27600,2,0.04,15.27,1,0
59500,1,0.2,6.62,0,0
64000,0,0.31,10.99,1,1
33000,0,0.04,14.27,1,0
106000,0,0.12,12.69,0,1
28000,0,0.25,9.99,0,0
20000,0,0.15,8.07,0,1
60000,0,0.17,12.18,0,0
38000,1,0.05,7.37,0,0
37423,0,0.07,7.88,0,0
55000,0,0.22,10.99,0,0
74476,1,0.07,8.49,0,1
56000,1,0.21,10.99,0,0
45000,0,0.22,12.98,1,0
24000,1,0.06,11.11,0,1
100000,0,0.2,13.06,1,0
48000,1,0.11,11.36,0,0
61200,1,0.22,16.45,0,1
43995,0,0.17,13.99,1,1
95000,2,0.11,15.23,0,0
38000,0,0.2,7.88,0,0
103000,1,0.15,15.99,0,0
85000,0,0.14,13.16,1,0
75000,0,0.18,6.17,0,0
28500,1,0.3,7.68,0,0
74800,1,0.1,14.65,0,1
57000,1,0.35,19.13,1,1
15600,0,0.29,5.99,0,1
50000,0,0.2,8.94,0,0
78000,1,0.1,16.0,0,1
75996,1,0.13,11.99,0,0
60000,2,0.13,12.53,0,0
38000,1,0.39,15.33,0,0
55000,1,0.1,10.99,0,0
48000,0,0.1,7.9,0,0
42000,1,0.26,5.42,0,0
95950,0,0.18,11.71,0,0
84000,1,0.06,10.99,0,0
37500,0,0.21,14.26,0,0
49000,0,0.2,6.62,0,1
52800,0,0.27,14.27,0,0
33500,0,0.07,15.68,1,1
60000,1,0.08,6.54,0,0
70000,1,0.19,5.42,0,0
38000,0,0.26,13.49,1,0
28800,0,0.17,8.9,0,0
55000,1,0.09,13.06,1,0
63000,1,0.05,13.47,1,0
65000,1,0.11,7.9,0,0
57175,0,0.28,17.15,1,1
24000,2,0.1,10.59,0,0
67000,0,0.3,13.48,1,0
36000,0,0.13,17.27,0,1
67150,1,0.13,16.32,0,1
31200,0,0.1,13.49,1,0
45000,1,0.24,14.27,0,1
67000,2,0.05,6.76,0,0
55000,1,0.31,10.99,0,0
29000,0,0.21,15.27,0,0
22000,2,0.14,16.0,0,0
29004,2,0.07,13.16,0,0
80000,1,0.11,10.99,0,0
35000,0,0.19,8.59,0,0
52000,2,0.1,15.65,1,0
70399,0,0.01,8.59,0,0
18000,0,0.08,12.18,0,1
103240,1,0.04,10.99,0,0
54000,0,0.35,10.99,1,1
85000,0,0.12,6.17,0,0
66000,1,0.15,11.49,0,0
49000,1,0.17,12.53,0,0
47580,1,0.29,6.03,0,0
30000,0,0.17,10.99,1,0
30000,0,0.28,14.65,0,0
24996,0,0.2,16.45,0,1
44004,1,0.2,14.11,0,1
32000,1,0.04,7.68,0,0
88000,1,0.28,18.84,1,1
45600,1,0.16,6.91,0,0
95000,0,0.11,10.99,0,0
69846,0,0.32,18.99,0,1
75000,2,0.17,15.33,1,0
55000,0,0.27,14.61,1,0
55000,0,0.12,11.58,0,0
62500,2,0.1,13.22,0,0
93492,0,0.21,9.45,0,0
37000,0,0.38,9.88,0,1
61615,1,0.21,10.62,0,0
50000,1,0.16,6.62,0,0
75000,0,0.07,11.49,0,0
42500,0,0.06,10.99,0,0
45000,1,0.11,6.99,0,0
33500,0,0.3,10.25,0,0
75000,0,0.16,10.38,0,0
45000,0,0.13,17.19,1,1
54000,0,0.08,10.99,0,1
61000,0,0.12,10.39,0,0
28800,2,0.35,16.49,1,0
56204,0,0.21,14.11,1,1
57300,0,0.18,11.66,1,0
66000,0,0.14,11.86,0,0
8400,0,0.18,13.99,0,1
83600,0,0.18,8.49,0,1
45996,0,0.04,12.98,1,0
24000,1,0.05,5.42,0,0
50000,0,0.26,12.23,0,0
70000,1,0.21,11.71,0,0
47233,0,0.11,11.36,0,0
39996,0,0.05,10.99,0,0
51600,2,0.29,9.88,0,0
72000,1,0.17,5.42,0,0
44004,0,0.16,11.46,0,1
60000,0,0.12,5.79,0,0
63000,0,0.25,14.42,1,1
42000,0,0.15,10.37,0,0
65000,0,0.06,10.59,0,0
48500,3,0.4,15.57,0,1
42000,0,0.02,15.58,0,1
45000,1,0.17,12.53,0,0
55000,0,0.04,14.22,0,0
49000,0,0.2,7.51,0,1
22800,0,0.22,13.57,1,0
55000,1,0.18,5.79,0,0
36000,1,0.39,12.99,0,0
70000,0,0.14,7.29,0,0
27000,0,0.22,11.66,1,0
58608,0,0.17,7.51,0,0
39000,2,0.03,10.99,0,0
55000,0,0.14,11.36,0,0
80400,0,0.11,7.51,0,0
41000,0,0.17,12.53,0,0
57000,0,0.17,12.53,0,0
51600,0,0.1,8.94,0,1
20000,0,0.25,11.86,0,0
60000,1,0.12,9.99,0,0
50500,0,0.19,10.99,0,0
33000,0,0.24,10.99,0,0
38000,1,0.42,10.99,0,0
104740,1,0.18,11.99,0,0
76800,1,0.17,6.92,0,0
92004,1,0.26,11.12,0,0
44004,2,0.39,6.62,0,0
36100,0,0.14,7.49,0,0
31000,0,0.18,11.36,0,1
49000,1,0.06,6.92,0,0
63410,1,0.27,17.51,0,1
70000,1,0.2,5.42,0,0
103000,1,0.05,14.96,0,0
21000,0,0.38,16.77,1,1
48600,0,0.25,10.99,0,0
27800,2,0.15,6.99,0,0
54000,0,0.29,11.71,0,0
42000,0,0.14,10.99,0,0
53000,1,0.19,14.91,0,0
86400,1,0.14,7.29,0,0
90000,1,0.06,11.34,1,0
33000,1,0.24,6.62,0,0
70000,1,0.24,7.51,0,0
12000,2,0.21,12.69,0,1
72000,2,0.22,12.42,0,0
28590,0,0.28,15.65,1,1
70550,0,0.11,15.05,1,1
51000,1,0.25,15.33,1,1
33800,0,0.38,13.57,1,1
74000,0,0.07,5.42,0,0
61000,0,0.1,10.99,0,0
91000,1,0.01,7.68,0,0
65004,1,0.08,9.99,0,0
83100,0,0.06,16.35,1,0
40000,0,0.1,10.99,0,0
54000,1,0.16,5.42,0,1
60000,1,0.12,12.99,1,0
44004,0,0.11,8.9,0,0
107000,1,0.22,19.69,1,1
25800,0,0.23,10.99,1,0
90000,0,0.11,10.99,0,0
21600,0,0.46,9.91,0,1
59000,0,0.34,10.99,0,1
55000,1,0.27,18.25,0,0
84000,0,0.18,16.0,1,1
108366,0,0.32,20.25,0,1
64000,0,0.1,8.9,0,0
40000,0,0.25,10.36,0,0
63128,0,0.02,7.49,0,0
48000,0,0.31,18.64,0,1
56000,1,0.09,5.42,0,0
100000,1,0.18,10.59,0,0
80000,1,0.08,5.79,0,0
55000,1,0.02,7.88,0,0
55680,1,0.14,10.65,0,0
55000,1,0.04,11.14,0,0
36000,1,0.15,10.99,0,0
34000,0,0.15,8.88,0,1
79404,3,0.25,15.05,0,0
69000,0,0.14,14.09,1,1
30000,0,0.17,14.96,1,1
60000,0,0.1,10.99,0,0
29232,1,0.38,11.71,0,0
37500,0,0.05,8.94,0,0
59000,0,0.19,10.74,0,0
32388,1,0.19,10.71,0,0
48000,0,0.21,12.84,1,0
36600,1,0.27,7.29,0,0
45000,1,0.08,10.65,0,0
100000,1,0.07,8.59,0,0
29000,0,0.09,12.84,1,1
12000,0,0.15,7.66,0,1
70000,0,0.14,9.45,0,0
70800,0,0.14,12.61,0,0
30000,0,0.1,6.03,0,0
24500,0,0.36,10.0,0,1
40000,0,0.05,11.71,0,0
55000,1,0.05,14.27,0,0
72600,1,0.06,7.74,0,0
75000,0,0.27,6.91,0,0
42000,0,0.05,9.25,0,0
89250,1,0.07,13.24,1,1
12000,0,0.18,10.99,0,1
57600,1,0.02,10.99,0,0
50000,1,0.34,12.42,0,0
70000,1,0.17,10.37,0,0
30000,0,0.2,13.16,0,1
100000,1,0.12,11.11,0,0
33300,0,0.4,10.99,0,1
19200,2,0.31,6.54,0,1
41000,0,0.2,10.99,0,0
55000,1,0.18,5.79,0,0
35000,1,0.24,10.65,0,0
62000,1,0.1,7.51,0,0
54000,1,0.09,9.99,0,0
10800,0,0.33,12.23,1,1
70000,2,0.05,10.59,0,0
100000,1,0.25,11.71,0,0
13806,0,0.34,12.73,1,1
69743,1,0.01,14.11,0,0
41000,0,0.11,7.9,0,0
55000,1,0.15,13.85,1,0
55000,1,0.25,10.59,0,0
43000,1,0.21,9.63,0,0
31200,0,0.1,11.99,0,0
46852,0,0.15,10.65,0,1
72000,1,0.13,6.76,0,0
39900,0,0.15,11.49,0,0
59000,0,0.2,10.99,0,1
67500,0,0.11,9.76,0,0
23000,1,0.3,8.9,0,0
30000,0,0.2,7.51,0,0
50000,1,0.2,9.88,0,0
18000,0,0.17,7.9,0,1
34900,0,0.14,11.49,0,0
18000,0,0.18,8.49,0,1
98000,2,0.02,7.37,0,0
51996,0,0.08,13.98,1,0
100000,1,0.07,8.32,0,0
33000,0,0.15,14.54,0,0
55000,1,0.03,5.42,0,0
32000,0,0.13,7.68,0,0
67983,1,0.19,16.49,0,1
20400,0,0.06,7.9,0,0
45792,0,0.37,10.38,0,1
56004,0,0.12,14.22,0,0
35000,2,0.11,13.11,0,0
30000,0,0.13,9.76,0,0
92000,1,0.2,12.68,0,0
56100,0,0.3,14.74,1,1
85000,0,0.29,10.62,0,0
69996,0,0.08,13.11,0,0
37000,1,0.1,15.62,0,1
43000,1,0.23,7.88,0,0
62000,1,0.1,10.99,0,0
60000,0,0.15,6.17,0,0
32000,0,0.27,13.16,1,0
42000,0,0.29,7.66,0,0
43200,2,0.32,11.48,0,0
80000,1,0.06,15.62,0,0
77000,1,0.09,18.53,0,1
62500,1,0.1,5.79,0,0
63600,1,0.11,11.49,0,1
19200,1,0.26,15.33,1,1
89000,1,0.18,13.22,0,0
80000,1,0.2,7.88,0,0
59000,1,0.12,12.53,0,1
34000,0,0.29,13.79,1,1
50000,2,0.12,8.94,0,0
30000,0,0.33,19.29,0,1
46000,0,0.13,14.46,1,1
80000,0,0.2,9.88,0,0
89772,0,0.07,13.92,1,0
33000,1,0.09,11.99,0,0
20000,0,0.1,10.99,0,0
54000,0,0.03,9.62,0,0
30000,0,0.22,13.85,0,0
70000,0,0.21,12.68,0,0
96000,0,0.1,10.65,0,0
39000,1,0.18,8.94,0,1
105000,1,0.05,8.49,0,0
56000,0,0.33,16.7,0,1
100000,0,0.04,10.65,0,0
48000,0,0.02,7.29,0,0
35000,0,0.29,7.66,0,0
39900,0,0.3,7.9,0,0
19008,2,0.15,5.42,0,1
30000,0,0.07,10.38,0,0
96000,0,0.13,11.99,0,0
101424,0,0.02,7.29,0,0
26400,1,0.32,13.23,0,0
29200,1,0.09,6.76,0,0
44000,0,0.23,15.65,0,1
45000,0,0.25,9.38,0,0
56000,1,0.36,16.7,1,1
33000,0,0.15,10.25,0,0
70000,1,0.36,9.62,0,0
68000,1,0.17,9.99,0,0
37200,0,0.27,6.92,0,0
25200,0,0.3,14.96,0,1
62400,0,0.24,9.45,0,0
40000,0,0.13,9.91,0,0
80004,0,0.25,14.26,0,0
55000,0,0.08,9.91,0,0
100000,0,0.21,16.49,1,1
50004,0,0.08,6.92,0,0
38400,0,0.13,10.59,0,0
61400,0,0.2,12.23,1,0
53664,1,0.28,10.75,0,0
62000,0,0.14,13.47,0,0
35325,0,0.18,15.95,0,1
50000,0,0.2,9.63,0,0
45600,1,0.29,12.99,0,0
47500,0,0.16,10.99,0,0
58000,0,0.14,10.37,0,0
60000,1,0.12,7.14,0,0
41604,2,0.35,10.99,0,0
75000,0,0.13,11.49,0,0
62500,0,0.19,12.23,1,0
33685,1,0.15,13.85,0,0
78000,0,0.26,10.99,0,0
98000,1,0.06,10.59,0,0
85596,1,0.07,10.0,0,0
45000,0,0.27,10.99,0,0
33359,0,0.27,10.99,0,1
55000,0,0.06,8.49,0,0
27996,0,0.2,12.53,0,0
18000,0,0.22,10.99,0,1
61000,0,0.08,9.99,0,0
95000,1,0.08,12.23,1,0
69996,0,0.36,15.21,0,1
27983,1,0.21,7.88,0,0
85500,0,0.2,13.11,1,0
44400,1,0.15,14.35,0,0
58000,3,0.26,13.79,1,0
45000,0,0.12,7.29,0,0
43500,0,0.24,13.57,0,0
102000,1,0.2,11.36,0,0
74000,1,0.03,6.62,0,0
23000,0,0.24,6.54,0,0
49000,1,0.08,13.99,0,0
50000,1,0.2,10.99,0,0
85000,1,0.18,12.73,0,0
48000,0,0.15,9.62,0,0
57355,1,0.37,13.49,0,1
30996,0,0.23,16.63,1,0
22200,0,0.11,16.29,1,1
25000,0,0.18,6.76,0,0
22596,0,0.33,9.76,0,1
33300,1,0.16,14.59,0,1
30000,0,0.26,10.99,0,0
35000,0,0.11,7.51,0,0
55000,1,0.12,7.49,0,0
18000,0,0.17,15.27,0,1
45000,0,0.13,11.49,0,0
65000,1,0.15,11.99,0,0
69000,1,0.09,15.99,1,1
46000,0,0.2,7.14,0,0
48000,1,0.1,5.99,0,0
13200,0,0.19,9.91,0,1
49000,1,0.14,6.99,0,0
60000,0,0.09,7.88,0,0
26400,0,0.13,15.27,0,0
42000,1,0.17,8.59,0,0
50000,0,0.2,9.32,0,0
34000,1,0.45,11.22,1,1
80000,1,0.07,8.59,0,0
55782,0,0.3,7.51,0,0
65935,0,0.37,14.96,0,1
82000,0,0.25,12.69,0,0
46800,0,0.26,13.11,0,1
108000,0,0.09,10.99,0,1
78000,1,0.12,11.78,1,1
67000,1,0.18,10.37,0,0
19680,0,0.39,14.83,0,1
43200,0,0.21,13.24,0,1
80000,1,0.07,8.49,0,0
50663,0,0.15,13.22,0,0
55000,0,0.08,10.65,0,0
33600,2,0.15,18.25,0,0
88512,1,0.03,5.79,0,0
28800,0,0.1,10.38,0,0
48000,1,0.21,9.63,0,0
75000,0,0.08,11.48,0,0
110000,0,0.11,7.9,0,0
46000,1,0.15,9.99,0,1
85000,0,0.19,6.91,0,0
45000,0,0.04,14.72,0,0
72000,0,0.15,7.88,0,0
35324,0,0.17,10.99,0,0
15600,0,0.18,7.4,0,1
40944,0,0.2,11.36,0,0
105000,1,0.11,12.84,0,0
26000,0,0.3,16.7,0,1
31000,0,0.44,13.43,1,1
60000,1,0.17,8.9,0,0
28000,0,0.23,14.75,1,0
99996,1,0.05,11.49,0,0
33204,0,0.06,14.72,1,0
29004,0,0.38,14.22,1,1
45000,1,0.18,16.49,1,0
25000,2,0.44,9.63,0,0
93000,0,0.13,10.99,0,0
26400,0,0.34,6.62,0,1
67000,2,0.24,12.69,0,0
62500,0,0.19,16.77,0,1
78000,1,0.09,6.62,0,0
68000,0,0.21,17.99,0,1
35000,0,0.05,7.12,0,0
45000,0,0.22,11.89,0,0
69000,1,0.22,14.96,0,1
80000,1,0.02,10.37,0,0
56000,0,0.15,12.87,0,0
40308,1,0.12,7.68,0,0
49200,2,0.08,13.06,1,0
54000,1,0.07,9.99,0,0
50400,1,0.05,10.99,0,0
41000,0,0.12,10.99,0,0
70000,1,0.23,12.18,0,0
87000,1,0.09,11.28,1,0
72500,0,0.19,13.49,1,0
42000,1,0.06,15.28,1,0
60996,1,0.2,12.21,0,0
55000,1,0.03,11.86,0,0
57000,0,0.26,13.85,1,0
21000,2,0.38,13.79,0,0
55000,1,0.44,8.49,0,0
45996,0,0.23,13.16,0,0
20400,0,0.22,10.99,0,0
34800,0,0.19,7.49,0,0
77078,1,0.04,12.18,0,0
100000,1,0.24,10.99,0,0
34000,1,0.35,6.03,0,0
52000,1,0.07,10.99,1,0
93000,1,0.13,16.29,1,1
29000,0,0.1,6.62,0,1
20004,2,0.12,9.63,0,0
55000,2,0.04,5.42,0,0
36000,0,0.28,9.99,0,0
72250,0,0.35,10.65,0,1
66000,0,0.08,10.39,0,0
55000,1,0.05,13.06,0,0
92500,0,0.13,11.71,0,0
105000,0,0.13,7.66,0,0
45000,0,0.18,10.38,0,0
75000,0,0.07,10.99,0,0
43680,0,0.25,5.42,0,0
57500,0,0.04,10.99,0,0
30000,2,0.23,13.98,1,0
34000,0,0.22,7.9,0,0
32500,0,0.37,11.49,0,1
31200,0,0.16,8.63,0,0
77000,1,0.04,7.49,0,0
40000,1,0.11,11.71,0,0
44000,1,0.17,10.08,0,1
19200,0,0.16,10.99,1,1
66000,0,0.38,15.33,0,1
25716,0,0.36,6.54,0,1
40000,1,0.13,12.61,1,0
45000,0,0.03,10.25,0,0
48200,0,0.1,10.38,0,0
55000,1,0.13,6.03,0,0
54000,0,0.24,14.91,1,1
38000,0,0.32,11.89,0,1
52000,1,0.19,13.06,1,0
55000,1,0.01,7.51,0,0
55000,1,0.0,9.99,0,0
70500,0,0.5,8.9,0,1
77100,0,0.45,8.49,0,1
10000,2,0.33,11.12,0,1
80000,0,0.44,15.62,0,1
80000,0,0.44,12.68,1,1
55000,1,0.02,17.19,1,1
85000,0,0.41,11.99,0,1
73000,0,0.48,19.29,1,1
89000,0,0.39,18.25,0,1
100000,0,0.35,16.11,0,1
10200,2,0.15,10.36,0,1
55000,0,0.01,11.36,0,0
55000,1,0.04,13.85,1,0
55000,1,0.01,12.29,1,0
55000,1,0.01,15.62,1,1
55000,0,0.29,10.59,0,0
10400,2,0.46,14.72,1,1
55000,0,0.25,18.64,1,1
55000,0,0.22,10.99,0,0
10800,2,0.22,9.99,0,1
55000,0,0.22,14.27,1,0
55000,0,0.23,18.25,0,1
55000,1,0.04,6.03,0,0
55000,1,0.07,7.49,0,0
55000,1,0.06,11.12,0,0
55000,1,0.09,16.77,1,1
55000,1,0.09,10.99,0,0
55000,1,0.03,11.26,0,0
55000,0,0.21,11.49,0,0
55000,0,0.21,13.06,1,0
55000,0,0.14,7.29,0,0
81000,0,0.42,10.59,0,1
11029,1,0.19,10.78,1,1
55000,2,0.09,6.62,0,0
55000,1,0.03,14.65,1,0
55000,0,0.06,10.99,0,0
55000,1,0.1,17.49,0,0
55000,0,0.07,17.8,0,1
55000,0,0.04,12.41,1,1
55000,1,0.07,11.83,0,0
